name,mos,std,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ckdn_imagenet,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
i01_01_1.bmp,5.51429,0.13013,33.074127,0.957757183518393,0.994381739315752,0.99380875,0.82779384,0.3473759,0.023283064,0.89246774,0.06388563,0.0076731145,0.9281177,0.57020324,0.6071113,0.999172853039379,0.021894753,0.009859179,33.6224760686065,0.09272604,36.547585,0.046701975,0.997432176059396,0.06057425,0.9999795,0.98797333,0.917555
i01_01_2.bmp,5.56757,0.16008,30.073753,0.923879544172374,0.989263951147121,0.987828,0.739004,0.5786261,0.05010203,0.81830484,0.098749936,0.00063052215,0.8627943,0.5299201,0.5895184,0.998684071003483,0.04450637,0.01906144,53.4767447671128,0.12800935,33.573868,0.10498133,0.994864587026644,0.21336268,0.99992824,0.9808431,0.8998059
i01_01_3.bmp,4.94444,0.15186,26.99808,0.866512666097817,0.979447637232719,0.9767982,0.6291724,0.9527898,0.10208147,0.6729128,0.1411671,-0.009593794,0.7407783,0.4612448,0.5667734,0.997118063462861,0.07461929,0.034930408,76.1923554065831,0.17834942,30.47467,0.2094199,0.990031470912816,0.6207532,0.9994017,0.95637,0.80392396
i01_01_4.bmp,4.37838,0.11046,24.016232,0.786716541317166,0.963015336554754,0.95659286,0.5219067,1.3593757,0.19825241,0.5543394,0.18973666,-0.033893395,0.63631886,0.38383278,0.53956455,0.994210707720323,0.11956221,0.060034946,100.106436230353,0.24084388,27.493881,0.35091406,0.980270588460609,1.5205913,0.9819743,0.82163876,0.65730643
i01_01_5.bmp,3.86486,0.10229,21.015684,0.679087481524201,0.935360296081001,0.92589694,0.41506273,1.8112867,0.3485246,0.47074047,0.23769635,-0.05956769,0.5205448,0.29709992,0.5000068,0.988599242249742,0.17522144,0.09410795,124.443627223325,0.3223988,24.4949,0.5255095,0.964054861736547,3.1399086,0.5090547,0.65863043,0.5615229
i01_02_1.bmp,6.02857,0.16896,33.229336,0.988108696605027,0.998454511150368,0.9977632,0.9392471,0.15627335,0.017435765,0.91251284,0.03603846,0.010353935,0.9451267,0.5848213,0.61061746,0.999775411516829,0.012241244,0.0028308202,31.524164427066,0.047587343,42.55611,0.045600183,0.998807265562506,0.022701748,0.9999789,0.98841023,0.92268336
i01_02_2.bmp,6.10811,0.17001,30.231964,0.977579824249798,0.99708082358788,0.995631,0.8956366,0.25871068,0.037831753,0.88049006,0.064620495,0.0068156915,0.9198612,0.55383533,0.59674376,0.99964903742641,0.025288582,0.0053106267,50.2234320624458,0.06623557,39.6055,0.10186564,0.997557680855948,0.06812195,0.9999279,0.982169,0.86090636
i01_02_3.bmp,5.38889,0.16795,27.204016,0.957206789074621,0.994230632778855,0.9911507,0.82727057,0.40696907,0.07785857,0.7757917,0.09814763,-0.0009865963,0.8798111,0.49654007,0.57694566,0.999176467994159,0.04927665,0.010434842,72.4104628595644,0.09354484,36.505234,0.19900331,0.995032638012409,0.24029617,0.9992675,0.95855665,0.81828636
i01_02_4.bmp,4.71429,0.10358,24.247849,0.923697318995448,0.98915430943366,0.98336375,0.7365768,0.6760314,0.15040821,0.6575908,0.13741976,-0.019003434,0.7836368,0.44298974,0.54776156,0.99835561633634,0.08335495,0.019238321,95.5760151298347,0.12894356,33.546913,0.34111175,0.990239972615043,0.6355094,0.9806137,0.8382611,0.7421618
i01_02_5.bmp,4.36111,0.13695,21.230751,0.867258122569877,0.979690899789316,0.96795976,0.62940466,1.1336522,0.28141275,0.54714876,0.19541597,-0.039541204,0.63959306,0.3887125,0.51487666,0.997253485227023,0.13021308,0.03400149,119.933826761979,0.17771195,30.48634,0.521995,0.981183400342541,1.3868678,0.5116464,0.69197416,0.60933405
i01_03_1.bmp,4.77143,0.12832,33.091858,0.966148071744495,0.986961912879147,0.97777283,0.6947085,0.7762988,0.084925234,0.6919171,0.092941344,0.0031107455,0.8056968,0.4902804,0.5819151,0.993607347096427,0.04829347,0.03632631,44.5913531248372,0.11881243,36.5901,0.14157973,0.990432317070953,0.5616548,0.999982,0.9859747,0.8707606
i01_03_2.bmp,4.27027,0.13594,30.051344,0.936678889264352,0.974209377578452,0.9596903,0.5852151,1.0676467,0.16046032,0.5332634,0.12754738,-0.0069987876,0.6924685,0.4480911,0.5582545,0.988993612744286,0.08118248,0.06143169,67.1554243533536,0.1694399,33.493748,0.26359987,0.98141787925659,1.3172109,0.9999219,0.97317725,0.7921237
i01_03_3.bmp,3.7027,0.10719,26.986595,0.890183856660876,0.952973002225274,0.9295974,0.47665057,1.494879,0.26369584,0.4500161,0.18295902,-0.02763872,0.5767106,0.3954563,0.54058033,0.975517652255478,0.13022709,0.098429225,92.3854715511747,0.23066604,30.500957,0.42477447,0.964392633654913,2.8266547,0.998395,0.8777553,0.64758885
i01_03_4.bmp,3.19444,0.09477,24.00425,0.817710322946524,0.915248795215838,0.8806804,0.3712712,2.052468,0.37488073,0.36824256,0.2560625,-0.049275,0.4486644,0.32705218,0.5272183,0.957335404848691,0.19268131,0.14457665,118.342875911374,0.3187469,27.463497,0.58069265,0.937578182604527,5.6339197,0.6227886,0.6107183,0.45188034
i01_03_5.bmp,2.71429,0.09537,21.021984,0.720125951582944,0.857287051510717,0.82310224,0.28513148,2.4369006,0.48856714,0.30770823,0.32604796,-0.07506361,0.32583326,0.26743388,0.5279802,0.92096682385766,0.29598677,0.19082442,144.189519167442,0.42832714,24.453604,0.70577043,0.898870064861212,10.610348,0.50925124,0.49089935,0.26267678
i01_04_1.bmp,5.97143,0.13694,33.001053,0.981024951657402,0.998547893529122,0.9989014,0.95598054,0.13030395,0.0027570948,0.9092175,0.025089025,0.010755093,0.9591817,0.6438177,0.62074155,0.999942610475689,0.008467019,0.001681572,16.9683469459418,0.06519126,36.26346,0.0006685578,0.999705553245887,0.0032118834,0.9999906,0.9908496,0.93402517
